index,zip code,annual income,number of people in household
9749,20504,235848.26958935315,2
9750,25818,190028.70543374727,1
9751,87706,145635.27374309793,4
9752,43802,124577.397494632,4
9753,45543,114279.62528312023,1
9754,91444,237358.85403948644,3
9755,30852,288844.25012561225,2
9756,08007,111911.49213727038,2
9757,36489,83489.82624866917,4
9758,92166,88248.00569484729,4
9759,94408,161453.38074338195,3
9760,97343,205701.10771730114,4
9761,03309,224103.86431818467,1
9762,25397,215019.57149801665,3
9763,44853,152884.23421704685,3
9764,64411,59734.84781665488,4
9765,86415,86602.53325731885,2
9766,55484,243523.44471058072,2
9767,29673,156570.5440158492,5
9768,22114,74059.60383817408,2
9769,04675,223487.04551265878,2
9770,20942,52152.43509765581,2
9771,25430,56825.26664853857,3
9772,89417,145683.8736823764,2
9773,15436,82822.73288318697,3
9774,40885,249025.52351600808,2
9775,26858,241343.52618038462,6
9776,31819,143496.5316732905,5
9777,71216,186083.79921742066,1
9778,56231,199113.6158678565,3
9779,92842,97863.9672409688,3
9780,63234,104366.15543621972,3
9781,71667,138132.68997051608,4
9782,09766,146650.81659006688,4
9783,67730,259276.55104228776,7
9784,28496,158229.14687080844,2
9785,76764,93906.78456655952,3
9786,19843,434229.2492352542,7
9787,43936,193689.96585586463,3
9788,66757,236870.50554553705,1
9789,48122,115112.01570395436,4
9790,65139,192047.16669318432,5
9791,65270,105832.30029427315,2
9792,09724,179166.56927177266,4
9793,57854,149063.7633710951,2
9794,44296,284935.2238509993,3
9795,97156,506242.1756409628,2
9796,11385,106451.28325488535,5
9797,93423,220685.2066260365,1
9798,74264,331956.041317232,1
9799,54524,133770.42678796683,4
9800,62306,165463.07338524488,3
9801,01197,171907.64264812315,1
9802,47394,152226.54841137052,2
9803,82718,287865.67570674664,3
9804,43927,186541.8424871739,3
9805,22197,205190.71896348288,3
9806,62811,45666.573640189505,4
9807,51368,296702.21901317243,2
9808,78443,94748.37864418839,5
9809,21423,126512.92252872839,3
9810,81824,229884.90045548632,3
9811,79505,195073.3468417248,1
9812,21500,130423.11840283814,3
9813,03357,104929.74277098947,4
9814,94894,77343.8580435344,1
9815,49310,147860.81675436388,2
9816,12912,241623.04760113556,2
9817,03090,249835.85356093137,4
9818,18775,143597.37262574054,4
9819,15738,113742.29963138366,3
9820,04361,99401.05655284808,4
9821,46818,274718.1960865228,2
9822,02784,254949.68304773138,3
9823,46100,93760.36316383594,4
9824,23215,193476.29305746473,2
9825,09825,173530.48171406722,3
9826,92036,150948.05214280792,3
9827,27994,96211.98387029573,3
9828,54198,336503.9742474519,3
9829,33897,102964.566320105,5
9830,49939,226653.0740806262,2
9831,31798,428414.1140058477,2
9832,21165,86773.28737255135,5
9833,93144,63111.04442797505,4
9834,68004,113845.28608972521,6
9835,59484,116413.59768095109,4
9836,49324,183541.55184032107,1
9837,62311,170039.2969565734,1
9838,87475,119695.48703295822,3
9839,91110,64177.757424325035,2
9840,49832,136530.72381124084,2
9841,40647,132503.12520570614,2
9842,25786,120241.92034095283,2
9843,30583,78986.71767786976,2
9844,41407,174792.51437620388,7
9845,28334,254476.10056859057,2
9846,38636,135420.6020549103,4
9847,96412,91547.02335218881,3
9848,94055,206757.51261125886,3
9849,95381,393121.0748872578,5
9850,35528,69371.22283599696,3
9851,51736,115315.21581784653,2
9852,62749,229740.15992972135,6
9853,62150,283872.86948412814,1
9854,94730,334731.21822360903,3
9855,05769,69598.56603322117,3
9856,82147,59522.7482264206,3
9857,46682,219683.85994056438,2
9858,22869,223959.65039897827,2
9859,80764,181137.97675278073,3
9860,50131,151870.50952104531,4
9861,19184,120744.3447221401,3
9862,90823,120104.0854929151,2
9863,28119,408002.0319609358,2
9864,88153,245155.2294672888,6
9865,66130,127375.36003116629,2
9866,52517,246334.39037518413,3
9867,44580,174825.43251538114,5
9868,79009,128783.95922508676,4
9869,05315,90539.98203013925,1
9870,76610,260549.27827082912,2
9871,35467,115654.80427081167,2
9872,88601,176292.78251797616,2
9873,72971,122848.62804529129,3
9874,82271,132696.4067984515,3
9875,51792,89769.92014542983,2
9876,30207,114083.77678259774,3
9877,91022,115742.71920997139,2
9878,00027,140249.2389910605,4
9879,58982,210007.22611763355,2
9880,85136,75854.11275063586,3
9881,62052,144178.5804896173,3
9882,74199,195761.61345719462,4
9883,15583,158908.95339956591,1
9884,00370,169303.19184523306,2
9885,74657,261503.66414843715,2
9886,84560,220180.4520231314,1
9887,63098,97165.87437148031,1
9888,82431,121058.63328161022,4
9889,86044,107006.56078902892,2
9890,51524,245948.70943774955,2
9891,29585,44100.64279300753,1
9892,16266,215990.79014326612,5
9893,82072,66494.15456597772,2
9894,62396,133636.36411923004,1
9895,61487,68076.07320945422,2
9896,84159,114430.74789442433,5
9897,47075,74354.06972900688,5
9898,77215,267665.4097454214,3
9899,09758,217159.31314085692,2
9900,70585,126018.64270373457,5
9901,60436,141000.01617097418,2
9902,99365,40931.21742708003,5
9903,54195,164652.0520575439,4
9904,03445,331620.2990427974,3
9905,11563,258702.8265464646,1
9906,50692,134311.99203900108,2
9907,35696,103597.87743782807,3
9908,05555,202833.04256516474,4
9909,16373,66659.00305182111,5
9910,54102,71010.06594959537,3
9911,54963,46779.284642464816,2
9912,74541,102108.31062881512,4
9913,43037,175316.15040560166,4
9914,63953,128402.3217016379,3
9915,07559,203827.2860761235,5
9916,40690,122870.89565292766,2
9917,09184,83816.59688516667,5
9918,63886,36741.32531634056,3
9919,53571,186166.26650222187,1
9920,77024,136520.3572551518,5
9921,38234,191128.93625892643,3
9922,92613,107522.21181185551,2
9923,53026,266746.2019912009,3
9924,20078,76632.67720798778,2
9925,09078,151593.40715484717,6
9926,98098,247439.19481255504,8
9927,36475,177510.3411434423,4
9928,20888,282533.59988902963,2
9929,67213,54669.13321091944,2
9930,52243,160184.89244053967,1
9931,93282,134154.11669734726,3
9932,95263,185852.54174395485,3
9933,43129,104818.36850755417,2
9934,86739,294927.66390582203,4
9935,30265,368953.1939284237,7
9936,35271,69726.95702719441,3
9937,63079,46984.73316817755,3
9938,67451,191976.2379199911,3
9939,25060,183063.95594069784,1
9940,82522,344140.06783140026,2
9941,06230,166518.24802638535,4
9942,07202,134959.0057807533,3
9943,96727,178333.17186964533,4
9944,91716,223071.26571068852,2
9945,72430,123721.00817142377,2
9946,51250,238351.56216690852,4
9947,97835,150412.20333196316,3
9948,80000,129777.1693461498,1
9949,25170,51487.459720925435,5
9950,02565,106520.52602650912,4
9951,06377,176986.21189089958,5
9952,78139,80469.22641293421,2
9953,01993,142070.29316959556,2
9954,11725,176484.74401143673,5
9955,74408,233221.6767996689,1
9956,28422,169582.5044491323,2
9957,80245,88301.4169624217,4
9958,62377,156270.89556854012,3
9959,60265,91951.1400537188,3
9960,83925,94809.3054438357,2
9961,29042,333513.14163797046,3
9962,36251,200378.729799333,4
9963,03472,105707.0873507711,3
9964,77662,201784.12620110178,5
9965,70829,200014.0491000902,3
9966,93099,226916.05501527363,1
9967,06472,103760.79465757353,3
9968,57441,65227.36351937551,5
9969,74777,176632.55001289726,2
9970,44027,535252.0653050975,2
9971,51229,147613.76184380535,2
9972,93414,348012.36593207944,6
9973,46239,100663.94360043076,4
9974,04999,198585.81708440778,3
9975,32349,170331.91700043232,5
9976,44185,263223.62514807004,2
9977,26792,107401.52115240457,1
9978,66587,240887.47819219503,4
9979,67708,126166.23325898706,2
9980,68499,172583.43296439864,3
9981,01285,169717.63916124435,3
9982,38471,54088.28211252173,6
9983,55504,224762.6495554896,2
9984,87534,124331.83036811299,3
9985,98158,40818.55020067379,3
9986,10174,148131.99766713605,2
9987,36697,274870.66189417226,2
9988,77481,84472.1589919856,2
9989,01913,94453.9177996079,4
9990,07094,133304.82971254716,2
9991,25401,89845.24356917708,2
9992,49297,135413.13538560996,2
9993,67164,124988.13553181606,2
9994,98942,160791.17715223864,3
9995,69319,82037.0647803641,2
9996,48992,141844.2697137161,2
9997,38806,81221.26533815172,2
9998,04088,305600.8892625866,5
9999,09139,86061.22121564766,2
10000,41069,90147.63389659261,5
10001,98355,100681.12177818367,3
10002,15215,116440.23179077117,5
10003,85113,95753.14806014084,3
10004,79928,107288.29283262756,3
10005,75475,159445.29032081368,3
10006,30069,146541.05058154225,3
10007,13609,124091.66901698237,3
10008,99672,91954.97323968506,2
10009,14466,89648.66477090183,2
10010,42458,135992.4391443989,2
10011,70413,135851.82606319198,3
10012,01259,176099.3509000958,2
10013,47134,220620.59427040428,1
10014,09058,53348.02883469538,2
10015,18660,55129.213762642335,2
10016,16328,236914.72280017758,5
10017,00457,84995.0199202081,6
10018,94713,119292.84173172824,2
10019,87334,107055.79906210292,3
10020,35867,120903.64101834399,1
10021,51562,294737.72315060644,5
10022,49131,74949.43029474682,2
10023,38549,164744.3258347888,2
10024,90689,197373.77120123626,3
10025,77570,560934.4740382805,4
10026,52685,148369.24501546042,3
10027,12043,366654.2996872907,1
10028,38464,473039.4878575954,2
10029,53645,64113.15489671309,3
10030,83677,112895.5907579473,4
10031,62100,172149.3805087202,1
10032,62113,131894.188308777,4
10033,09588,109398.02999000026,4
10034,41698,99710.68962256417,2
10035,34486,87373.46287380761,1
10036,18170,69599.9667869449,3
10037,54829,159535.3897846663,2
10038,18264,114242.91430337339,3
10039,65045,106109.52580295483,3
10040,37457,64242.213574409034,2
10041,22957,167394.53359372224,4
10042,92677,50235.02672591505,2
10043,46782,161844.2103549238,2
10044,72926,244265.75741263333,3
10045,48477,265376.19048765633,5
10046,69977,117269.07523905254,2
10047,76879,159995.68768414273,1
10048,77203,232801.8455243379,3
10049,35052,86475.02427863311,1
10050,18711,94902.0133746246,4
10051,45324,374857.56981524854,5
10052,10440,197809.24605143594,2
10053,46145,194102.57875087662,3
10054,44125,120641.68982946133,1
10055,83173,117777.83668352326,3
10056,56487,102528.17190818551,1
10057,02616,155510.03985056016,2
10058,53386,300618.206250722,3
10059,02143,177580.41337446377,3
10060,42492,132710.8002917328,2
10061,26664,152895.8484756096,1
10062,26191,76042.8681715823,2
10063,57574,60110.965320873154,5
10064,48091,173622.77985087864,2
10065,98545,215756.03101412015,3
10066,79553,166832.87710768692,4
10067,22461,122590.5709486143,3
10068,31169,306354.5233091291,2
10069,99888,159096.33581761466,3
10070,17534,97982.55717879847,3
10071,88214,90016.28152299332,2
10072,91402,77646.83249511359,4
10073,38748,161262.1281991111,2
10074,94291,44763.25511070199,3
10075,21730,106035.01435332514,3
10076,09254,73706.09189223517,4
10077,69412,188054.43689318458,5
10078,29421,299387.21903212025,1
10079,06340,159276.24866415633,2
10080,17450,141369.21427996852,3
10081,07803,82902.92536947547,4
10082,72925,114735.80745053677,7
10083,39922,156405.44058838507,2
10084,83194,46133.08200637608,2
10085,21580,246963.91945575617,3
10086,53729,121575.3937224721,2
10087,22672,79357.07573238242,3
10088,05056,168784.5672679035,2
10089,75884,228529.1337870009,2
10090,87148,112339.95972535286,3
10091,70410,276443.0468662792,2
10092,04673,144653.4440000345,3
10093,78824,98037.01680902815,1
10094,73618,101825.98385450557,5
10095,30248,194503.7472811607,3
10096,04634,128445.97558963089,2
10097,94964,148598.31450892956,2
10098,66974,188670.1123253991,2
10099,33190,145378.34509820573,2
10100,97768,159460.33840319444,2
10101,74432,218116.22028397105,2
10102,40623,74107.2515542192,3
10103,70672,148409.43607676885,3
10104,86902,131666.76457310584,3
10105,46530,162924.32243420614,4
10106,23043,345913.7654592051,4
10107,41591,184503.98893889578,3
10108,60017,170264.09720138594,3
10109,01167,59008.92420023312,4
10110,28829,116650.75501399182,3
10111,76343,228110.3262181359,2
10112,89899,150187.430338661,2
10113,74462,190074.74539506307,5
10114,98624,148754.4657974209,1
10115,59479,239565.69430265191,2
10116,78437,107590.2014433328,3
10117,51893,167924.26634928535,2
10118,93666,175867.9206011615,5
10119,33787,113783.27480627455,4
10120,99830,132275.11377939957,1
10121,02075,52228.329092619264,2
10122,84009,143862.71163634112,1
10123,19823,201569.50191598674,6
10124,20477,295084.4877675088,1
10125,72120,114254.31555290242,3
10126,12652,138870.52178049035,1
10127,96915,63556.32322752987,3
10128,53161,96769.3019059108,3
10129,00092,239856.09552492574,6
10130,19834,64832.150774325615,4
10131,12606,97206.48809358243,1
10132,39594,96535.22671488104,1
10133,39219,162364.26628198996,4
10134,58859,76216.56205992418,2
10135,00799,414588.6977670098,3
10136,75752,210644.4272806334,4
10137,36180,166540.2039664348,3
10138,48599,127954.78535094671,5
10139,54431,159217.26760726757,3
10140,19723,258995.3847189646,2
10141,82743,448507.84901682514,2
10142,38795,118890.19793804796,5
10143,70358,63593.872965077644,3
10144,87674,108680.42543625711,3
10145,15074,159476.6164092039,4
10146,90704,123114.29567165866,4
10147,48190,428204.6147257024,2
10148,74088,168486.9970934059,2
10149,41302,246991.38308280817,2
10150,79698,488347.9544569414,1
10151,34119,102743.53335950067,5
10152,96771,230779.64885275392,4
10153,27089,181349.59494587552,5
10154,01369,252694.9772816094,3
10155,45266,176892.3864053392,2
10156,47365,98925.86277818069,1
10157,54700,86538.26381080404,4
10158,44635,104235.17487267322,1
10159,41286,135011.4973469793,2
10160,96704,206265.4232319775,2
10161,60324,68966.4437921903,4
10162,08620,209602.3470467341,2
10163,32685,134287.55496649456,1
10164,21508,145852.86933650076,2
10165,14942,202418.18428434583,2
10166,65718,68665.93647833615,5
10167,91146,175000.77088065923,3
10168,11086,139180.12128213455,2
10169,52507,199662.4996911039,4
10170,50514,79338.46561660907,4
10171,91297,58914.36999982691,4
10172,94026,109858.48884737046,2
10173,78542,131053.46946378329,3
10174,72290,259101.56195781846,8
10175,18432,326528.8159054808,4
10176,48417,65055.90631970284,2
10177,29999,65111.3921583516,8
10178,62505,321667.7926808919,1
10179,20133,116214.88001155808,4
10180,83100,213728.1974795866,2
10181,80860,83828.17547632194,4
10182,28917,183176.09828432646,2
10183,87253,145131.30349086117,4
10184,12533,81483.34365867499,1
10185,49233,138735.83113298615,4
10186,17535,64356.643018490126,5
10187,54691,218288.3009644472,3
10188,92066,153743.90272721107,4
10189,40117,176321.01641795578,2
10190,73890,140355.29895552996,5
10191,18306,204424.6653330221,2
10192,42791,174414.79365162607,2
10193,96902,201287.91660858807,2
10194,81051,177432.48835485158,5
10195,91142,96325.14706161933,2
10196,83498,70246.40356931946,2
10197,15185,68096.2788150536,4
10198,89330,67206.14301916148,3
10199,20084,103518.73104990323,2
10200,03503,205495.00138438906,5
10201,99238,105472.21375976937,3
10202,80231,186087.36571987817,5
10203,87215,119502.09174909974,2
10204,94175,191798.24351688448,6
10205,79841,157160.8061073651,3
10206,90921,186175.63730655637,4
10207,30608,88376.94880895519,5
10208,55359,79472.18100995247,2
10209,78120,130446.40527432344,3
10210,30180,262409.86947622185,1
10211,28111,189370.59791917127,4
10212,04231,214704.97676527398,4
10213,05084,89013.3152021157,2
10214,50854,73476.69541623967,2
10215,24167,288026.3109213937,3
10216,62768,78407.28668890467,3
10217,54880,114436.47739978977,5
10218,06027,93024.06290215663,1
10219,44460,129863.59997167758,1
10220,29730,163462.06353115072,3
10221,17554,75235.83494742085,4
10222,31769,167678.25363528263,5
10223,12138,101488.46868282513,2
10224,06850,97283.18042163075,2
10225,95319,209753.8717724344,2
10226,57282,214571.52244002355,4
10227,20383,131961.6948649208,5
10228,69318,95731.73017798309,3
10229,57517,129779.20960224597,2
10230,70558,90219.64148315146,3
10231,30727,206681.16285823841,3
10232,94474,116596.00717033622,4
10233,68327,250151.49595695082,3
10234,68166,95946.98650877661,4
10235,04059,125678.57155618038,2
10236,61374,77712.16929767498,2
10237,96307,168134.9980805683,4
10238,14453,92578.1361201047,3
10239,07299,131476.52181054658,1
10240,51979,246328.82727958527,3
10241,16662,247838.31771542307,3
10242,15637,160601.3407000674,1
10243,95484,85075.04263264734,2
10244,31204,243309.06834949285,3
10245,40024,221283.6390171603,6
10246,53523,50906.13093164892,4
10247,35350,82599.65890985519,4
10248,60994,116294.79904093196,2
10249,55043,138228.7848559396,3
10250,52751,134444.94859063535,3
10251,49463,119540.08246830107,2
10252,55397,64003.35967887622,3
10253,46293,111483.98497898057,3
10254,92756,132855.22003696722,3
10255,67990,170921.91567741171,3
10256,91295,111514.07472570139,3
10257,08503,178646.38873406628,2
10258,15364,207592.0175648987,3
10259,57108,107031.95879840275,5
10260,14903,232978.8214843395,5
10261,36526,118699.80047433308,1
10262,86007,248169.8158700073,3
10263,50649,111233.846617712,4
10264,85769,105002.6238311167,3
10265,20915,184426.96255408923,3
10266,35901,148545.0152898976,2
10267,44473,217036.95387090536,1
10268,28499,192786.23105398015,2
10269,44038,212958.56701244877,1
10270,01008,368256.91745386156,3
10271,99795,101204.634580846,4
10272,91101,89204.43103769608,1
10273,54864,160630.45010280653,1
10274,64138,107538.25195633613,1
10275,12918,100426.18542619824,4
10276,20996,168898.8925653419,1
10277,09626,143702.45265799222,3
10278,99377,187788.98990201027,7
10279,24244,415322.13980251807,2
10280,62288,144810.6486127337,4
10281,00993,100341.01909589316,3
10282,64183,287637.58233565465,2
10283,47694,149560.42190657236,1
10284,89604,155461.6068744618,2
10285,24279,92729.99664716303,2
10286,72223,285954.75314870576,3
10287,09617,162724.6157558399,2
10288,13662,100622.1589232057,4
10289,47407,99731.74026392441,2
10290,05270,416874.1591465617,4
10291,98686,55348.89482917664,5
10292,89249,234245.62494313484,3
10293,16504,103677.91914744818,4
